timestamp,workload,requests_per_second,cpu_utilization_ratio,memory_working_set_bytes,p95_latency_seconds,error_ratio,replicas,scaling_event,scenario,collection_interval_seconds,data_source,run_status
2026-07-25T10:33:30Z,demo-workload,48.006,0.641,269740355,0.090,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:34:00Z,demo-workload,48.000,0.680,275200000,0.350,0.150,2,pod_replacement,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:34:30Z,demo-workload,48.000,0.680,275200000,0.350,0.150,2,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:35:00Z,demo-workload,48.000,0.680,275200000,0.350,0.150,2,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:35:30Z,demo-workload,48.000,0.680,275200000,0.350,0.150,2,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:36:00Z,demo-workload,48.000,0.680,275200000,0.350,0.150,2,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:36:30Z,demo-workload,48.106,0.658,272084423,0.090,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:37:00Z,demo-workload,48.083,0.654,271525143,0.090,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:37:30Z,demo-workload,48.049,0.648,270753931,0.090,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:38:00Z,demo-workload,48.011,0.642,269855688,0.090,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:38:30Z,demo-workload,47.971,0.635,268929297,0.090,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:39:00Z,demo-workload,47.935,0.629,268076740,0.090,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:39:30Z,demo-workload,47.905,0.624,267391874,0.090,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:40:00Z,demo-workload,47.886,0.621,266950091,0.090,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:40:30Z,demo-workload,47.880,0.620,266800027,0.090,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:41:00Z,demo-workload,47.887,0.621,266958201,0.090,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:41:30Z,demo-workload,47.906,0.624,267407200,0.090,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:42:00Z,demo-workload,47.936,0.629,268097595,0.090,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:42:30Z,demo-workload,47.972,0.635,268953385,0.090,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:43:00Z,demo-workload,48.012,0.642,269880358,0.090,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:43:30Z,demo-workload,48.050,0.648,270776467,0.090,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
