timestamp,workload,requests_per_second,cpu_utilization_ratio,memory_working_set_bytes,p95_latency_seconds,error_ratio,replicas,scaling_event,scenario,collection_interval_seconds,data_source,run_status
2026-07-25T10:17:30Z,demo-workload,81.962,0.755,285729297,0.125,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:18:00Z,demo-workload,81.913,0.749,284876740,0.131,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:18:30Z,demo-workload,81.874,0.744,284191874,0.136,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:19:00Z,demo-workload,81.849,0.741,283750091,0.139,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:19:30Z,demo-workload,81.840,0.740,283600027,0.140,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:20:00Z,demo-workload,81.849,0.741,283758201,0.139,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:20:30Z,demo-workload,81.875,0.744,284207200,0.136,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:21:00Z,demo-workload,81.914,0.749,284897595,0.131,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:21:30Z,demo-workload,81.963,0.755,285753385,0.125,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:22:00Z,demo-workload,82.016,0.762,286680358,0.122,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:22:30Z,demo-workload,82.067,0.768,287576467,0.128,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
