timestamp,workload,requests_per_second,cpu_utilization_ratio,memory_working_set_bytes,p95_latency_seconds,error_ratio,replicas,scaling_event,scenario,collection_interval_seconds,data_source,run_status
2026-07-25T09:33:00Z,demo-workload,55.099,0.680,275170203,0.110,0.002,3,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:33:30Z,demo-workload,55.089,0.678,274884423,0.110,0.002,3,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:34:00Z,demo-workload,55.069,0.674,274325143,0.110,0.002,3,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:34:30Z,demo-workload,55.041,0.668,273553931,0.110,0.002,3,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:35:00Z,demo-workload,55.009,0.662,272655688,0.110,0.002,3,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:35:30Z,demo-workload,54.976,0.655,271729297,0.110,0.002,3,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:36:00Z,demo-workload,84.946,0.769,287676740,0.140,0.002,4,scale_up,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:36:30Z,demo-workload,84.921,0.764,286991874,0.140,0.002,4,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:37:00Z,demo-workload,84.905,0.761,286550091,0.140,0.002,4,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:37:30Z,demo-workload,84.900,0.760,286400027,0.140,0.002,4,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:38:00Z,demo-workload,84.906,0.761,286558201,0.140,0.002,4,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:38:30Z,demo-workload,84.922,0.764,287007200,0.140,0.002,4,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:39:00Z,demo-workload,84.946,0.769,287697595,0.140,0.002,4,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:39:30Z,demo-workload,84.977,0.775,288553385,0.140,0.002,4,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:40:00Z,demo-workload,85.010,0.782,289480358,0.140,0.002,4,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:40:30Z,demo-workload,85.042,0.788,290376467,0.140,0.002,4,none,progressive,30,deterministic-scenario-profile-v1,passed
