timestamp,target_timestamp,workload,scenario,current_requests_per_second,request_rate_lag_1,request_rate_rolling_mean,cpu_utilization_ratio,memory_working_set_bytes,p95_latency_seconds,error_ratio,current_replicas,scaling_event,target_requests_per_second,split
2026-07-25T09:14:00Z,2026-07-25T09:15:00Z,demo-workload,normal,12.018,12.082,12.079333,0.352,229255688,0.045,0.001,2,none,11.891,train
2026-07-25T09:14:30Z,2026-07-25T09:15:30Z,demo-workload,normal,11.952,12.018,12.017333,0.345,228329297,0.046,0.001,2,none,11.842,test
2026-07-25T09:15:00Z,2026-07-25T09:16:00Z,demo-workload,normal,11.891,11.952,11.953667,0.339,227476740,0.048,0.001,2,none,11.811,test
2026-07-25T09:15:30Z,2026-07-25T09:16:30Z,demo-workload,normal,11.842,11.891,11.895,0.334,226791874,0.049,0.001,2,none,11.8,test
2026-07-25T09:16:00Z,2026-07-25T09:17:00Z,demo-workload,normal,11.811,11.842,11.848,0.331,226350091,0.05,0.001,2,none,11.811,test
2026-07-25T09:16:30Z,2026-07-25T09:17:30Z,demo-workload,normal,11.8,11.811,11.817667,0.33,226200027,0.05,0.001,2,none,11.843,test
2026-07-25T09:17:00Z,2026-07-25T09:18:00Z,demo-workload,normal,11.811,11.8,11.807333,0.331,226358201,0.05,0.001,2,none,11.893,test
2026-07-25T09:17:30Z,2026-07-25T09:18:30Z,demo-workload,normal,11.843,11.811,11.818,0.334,226807200,0.049,0.001,2,none,11.954,test
2026-07-25T09:18:00Z,2026-07-25T09:19:00Z,demo-workload,normal,11.893,11.843,11.849,0.339,227497595,0.048,0.001,2,none,12.02,test
2026-07-25T09:18:30Z,2026-07-25T09:19:30Z,demo-workload,normal,11.954,11.893,11.896667,0.345,228353385,0.046,0.001,2,none,12.084,test
2026-07-25T09:22:00Z,2026-07-25T09:23:00Z,demo-workload,progressive,10.062,10.033,10.031667,0.292,220931435,0.05,0.002,2,none,10.097,train
2026-07-25T09:22:30Z,2026-07-25T09:23:30Z,demo-workload,progressive,10.084,10.062,10.059667,0.297,221556118,0.05,0.002,2,none,10.1,train
2026-07-25T09:23:00Z,2026-07-25T09:24:00Z,demo-workload,progressive,10.097,10.084,10.081,0.299,221921426,0.05,0.002,2,none,10.091,train
2026-07-25T09:23:30Z,2026-07-25T09:24:30Z,demo-workload,progressive,10.1,10.097,10.093667,0.3,221987142,0.05,0.002,2,none,10.072,train
2026-07-25T09:24:00Z,2026-07-25T09:25:00Z,demo-workload,progressive,10.091,10.1,10.096,0.298,221746032,0.05,0.002,2,none,10.046,train
2026-07-25T09:24:30Z,2026-07-25T09:25:30Z,demo-workload,progressive,10.072,10.091,10.087667,0.294,221224640,0.05,0.002,2,none,10.014,train
2026-07-25T09:25:00Z,2026-07-25T09:26:00Z,demo-workload,progressive,10.046,10.072,10.069667,0.289,220480363,0.05,0.002,2,none,27.981,train
2026-07-25T09:25:30Z,2026-07-25T09:26:30Z,demo-workload,progressive,10.014,10.046,10.044,0.283,219595136,0.05,0.002,2,none,27.95,train
2026-07-25T09:26:00Z,2026-07-25T09:27:00Z,demo-workload,progressive,27.981,10.014,16.013667,0.446,242466409,0.08,0.002,2,none,27.924,train
2026-07-25T09:26:30Z,2026-07-25T09:27:30Z,demo-workload,progressive,27.95,27.981,21.981667,0.44,241596424,0.08,0.002,2,none,27.907,train
2026-07-25T09:27:00Z,2026-07-25T09:28:00Z,demo-workload,progressive,27.924,27.95,27.951667,0.435,240880953,0.08,0.002,2,none,27.9,train
2026-07-25T09:27:30Z,2026-07-25T09:28:30Z,demo-workload,progressive,27.907,27.924,27.927,0.431,240398759,0.08,0.002,2,none,27.904,train
2026-07-25T09:28:00Z,2026-07-25T09:29:00Z,demo-workload,progressive,27.9,27.907,27.910333,0.43,240202926,0.08,0.002,2,none,27.919,train
2026-07-25T09:28:30Z,2026-07-25T09:29:30Z,demo-workload,progressive,27.904,27.9,27.903667,0.431,240315012,0.08,0.002,2,none,27.942,train
2026-07-25T09:29:00Z,2026-07-25T09:30:00Z,demo-workload,progressive,27.919,27.904,27.907667,0.434,240722677,0.08,0.002,2,none,27.972,train
2026-07-25T09:29:30Z,2026-07-25T09:30:30Z,demo-workload,progressive,27.942,27.919,27.921667,0.438,241381044,0.08,0.002,2,none,28.005,train
2026-07-25T09:30:00Z,2026-07-25T09:31:00Z,demo-workload,progressive,27.972,27.942,27.944333,0.444,242217636,0.08,0.002,2,none,55.037,train
2026-07-25T09:30:30Z,2026-07-25T09:31:30Z,demo-workload,progressive,28.005,27.972,27.973,0.451,243140355,0.08,0.002,2,none,55.066,train
2026-07-25T09:31:00Z,2026-07-25T09:32:00Z,demo-workload,progressive,55.037,28.005,37.004667,0.667,273447623,0.11,0.002,3,scale_up,55.087,train
2026-07-25T09:31:30Z,2026-07-25T09:32:30Z,demo-workload,progressive,55.066,55.037,46.036,0.673,274239562,0.11,0.002,3,none,55.098,train
2026-07-25T09:32:00Z,2026-07-25T09:33:00Z,demo-workload,progressive,55.087,55.066,55.063333,0.677,274828991,0.11,0.002,3,none,55.099,train
2026-07-25T09:32:30Z,2026-07-25T09:33:30Z,demo-workload,progressive,55.098,55.087,55.083667,0.68,275151021,0.11,0.002,3,none,55.089,train
2026-07-25T09:33:00Z,2026-07-25T09:34:00Z,demo-workload,progressive,55.099,55.098,55.094667,0.68,275170203,0.11,0.002,3,none,55.069,train
2026-07-25T09:33:30Z,2026-07-25T09:34:30Z,demo-workload,progressive,55.089,55.099,55.095333,0.678,274884423,0.11,0.002,3,none,55.041,train
2026-07-25T09:34:00Z,2026-07-25T09:35:00Z,demo-workload,progressive,55.069,55.089,55.085667,0.674,274325143,0.11,0.002,3,none,55.009,train
2026-07-25T09:34:30Z,2026-07-25T09:35:30Z,demo-workload,progressive,55.041,55.069,55.066333,0.668,273553931,0.11,0.002,3,none,54.976,train
2026-07-25T09:35:00Z,2026-07-25T09:36:00Z,demo-workload,progressive,55.009,55.041,55.039667,0.662,272655688,0.11,0.002,3,none,84.946,train
2026-07-25T09:35:30Z,2026-07-25T09:36:30Z,demo-workload,progressive,54.976,55.009,55.008667,0.655,271729297,0.11,0.002,3,none,84.921,test
2026-07-25T09:36:00Z,2026-07-25T09:37:00Z,demo-workload,progressive,84.946,54.976,64.977,0.769,287676740,0.14,0.002,4,scale_up,84.905,test
2026-07-25T09:36:30Z,2026-07-25T09:37:30Z,demo-workload,progressive,84.921,84.946,74.947667,0.764,286991874,0.14,0.002,4,none,84.9,test
2026-07-25T09:37:00Z,2026-07-25T09:38:00Z,demo-workload,progressive,84.905,84.921,84.924,0.761,286550091,0.14,0.002,4,none,84.906,test
2026-07-25T09:37:30Z,2026-07-25T09:38:30Z,demo-workload,progressive,84.9,84.905,84.908667,0.76,286400027,0.14,0.002,4,none,84.922,test
2026-07-25T09:38:00Z,2026-07-25T09:39:00Z,demo-workload,progressive,84.906,84.9,84.903667,0.761,286558201,0.14,0.002,4,none,84.946,test
2026-07-25T09:38:30Z,2026-07-25T09:39:30Z,demo-workload,progressive,84.922,84.906,84.909333,0.764,287007200,0.14,0.002,4,none,84.977,test
2026-07-25T09:39:00Z,2026-07-25T09:40:00Z,demo-workload,progressive,84.946,84.922,84.924667,0.769,287697595,0.14,0.002,4,none,85.01,test
2026-07-25T09:39:30Z,2026-07-25T09:40:30Z,demo-workload,progressive,84.977,84.946,84.948333,0.775,288553385,0.14,0.002,4,none,85.042,test
2026-07-25T09:43:00Z,2026-07-25T09:44:00Z,demo-workload,spike,14.062,14.033,14.031667,0.352,229331435,0.052,0.002,2,none,14.097,train
2026-07-25T09:43:30Z,2026-07-25T09:44:30Z,demo-workload,spike,14.084,14.062,14.059667,0.357,229956118,0.052,0.002,2,none,14.1,train
2026-07-25T09:44:00Z,2026-07-25T09:45:00Z,demo-workload,spike,14.097,14.084,14.081,0.359,230321426,0.052,0.002,2,none,14.091,train
2026-07-25T09:44:30Z,2026-07-25T09:45:30Z,demo-workload,spike,14.1,14.097,14.093667,0.36,230387142,0.052,0.002,2,none,14.072,train
2026-07-25T09:45:00Z,2026-07-25T09:46:00Z,demo-workload,spike,14.091,14.1,14.096,0.358,230146032,0.052,0.002,2,none,14.046,train
2026-07-25T09:45:30Z,2026-07-25T09:46:30Z,demo-workload,spike,14.072,14.091,14.087667,0.354,229624640,0.052,0.002,2,none,14.014,train
2026-07-25T09:46:00Z,2026-07-25T09:47:00Z,demo-workload,spike,14.046,14.072,14.069667,0.349,228880363,0.052,0.002,2,none,13.981,train
2026-07-25T09:46:30Z,2026-07-25T09:47:30Z,demo-workload,spike,14.014,14.046,14.044,0.343,227995136,0.052,0.002,2,none,13.95,train
2026-07-25T09:47:00Z,2026-07-25T09:48:00Z,demo-workload,spike,13.981,14.014,14.013667,0.336,227066409,0.052,0.002,2,none,13.924,train
2026-07-25T09:47:30Z,2026-07-25T09:48:30Z,demo-workload,spike,13.95,13.981,13.981667,0.33,226196424,0.052,0.002,2,none,119.814,train
2026-07-25T09:48:00Z,2026-07-25T09:49:00Z,demo-workload,spike,13.924,13.95,13.951667,0.325,225480953,0.052,0.002,2,none,119.8,train
2026-07-25T09:48:30Z,2026-07-25T09:49:30Z,demo-workload,spike,119.814,13.924,49.229333,0.891,304699379,0.239,0.012,5,scale_up,119.808,train
2026-07-25T09:49:00Z,2026-07-25T09:50:00Z,demo-workload,spike,119.8,119.814,84.512667,0.89,304601463,0.24,0.012,5,none,119.837,train
2026-07-25T09:49:30Z,2026-07-25T09:50:30Z,demo-workload,spike,119.808,119.8,119.807333,0.89,304657506,0.239,0.012,5,none,119.884,train
2026-07-25T09:50:00Z,2026-07-25T09:51:00Z,demo-workload,spike,119.837,119.808,119.815,0.892,304861338,0.236,0.012,5,none,119.944,train
2026-07-25T09:50:30Z,2026-07-25T09:51:30Z,demo-workload,spike,119.884,119.837,119.843,0.894,305190522,0.232,0.012,5,none,120.01,train
2026-07-25T09:51:00Z,2026-07-25T09:52:00Z,demo-workload,spike,119.944,119.884,119.888333,0.897,305608818,0.226,0.012,5,none,120.075,train
2026-07-25T09:51:30Z,2026-07-25T09:52:30Z,demo-workload,spike,120.01,119.944,119.946,0.901,306070177,0.221,0.012,5,none,120.131,train
2026-07-25T09:52:00Z,2026-07-25T09:53:00Z,demo-workload,spike,120.075,120.01,120.009667,0.904,306523811,0.227,0.012,5,none,120.173,train
2026-07-25T09:52:30Z,2026-07-25T09:53:30Z,demo-workload,spike,120.131,120.075,120.072,0.907,306919781,0.233,0.012,5,none,120.197,train
2026-07-25T09:53:00Z,2026-07-25T09:54:00Z,demo-workload,spike,120.173,120.131,120.126333,0.909,307214495,0.237,0.012,5,none,120.198,train
2026-07-25T09:53:30Z,2026-07-25T09:54:30Z,demo-workload,spike,120.197,120.173,120.167,0.91,307375510,0.24,0.012,5,none,120.177,train
2026-07-25T09:54:00Z,2026-07-25T09:55:00Z,demo-workload,spike,120.198,120.197,120.189333,0.91,307385101,0.24,0.012,5,none,14.069,train
2026-07-25T09:54:30Z,2026-07-25T09:55:30Z,demo-workload,spike,120.177,120.198,120.190667,0.909,307242211,0.238,0.012,5,none,14.041,train
2026-07-25T09:55:00Z,2026-07-25T09:56:00Z,demo-workload,spike,14.069,120.177,84.814667,0.354,229525143,0.052,0.002,3,scale_down,14.009,train
2026-07-25T09:55:30Z,2026-07-25T09:56:30Z,demo-workload,spike,14.041,14.069,49.429,0.348,228753931,0.052,0.002,3,none,13.976,train
2026-07-25T09:56:00Z,2026-07-25T09:57:00Z,demo-workload,spike,14.009,14.041,14.039667,0.342,227855688,0.052,0.002,3,none,13.946,train
2026-07-25T09:56:30Z,2026-07-25T09:57:30Z,demo-workload,spike,13.976,14.009,14.008667,0.335,226929297,0.052,0.002,3,none,13.921,test
2026-07-25T09:57:00Z,2026-07-25T09:58:00Z,demo-workload,spike,13.946,13.976,13.977,0.329,226076740,0.052,0.002,3,none,13.905,test
2026-07-25T09:57:30Z,2026-07-25T09:58:30Z,demo-workload,spike,13.921,13.946,13.947667,0.324,225391874,0.052,0.002,3,none,13.9,test
2026-07-25T09:58:00Z,2026-07-25T09:59:00Z,demo-workload,spike,13.905,13.921,13.924,0.321,224950091,0.052,0.002,3,none,13.906,test
2026-07-25T09:58:30Z,2026-07-25T09:59:30Z,demo-workload,spike,13.9,13.905,13.908667,0.32,224800027,0.052,0.002,3,none,13.922,test
2026-07-25T09:59:00Z,2026-07-25T10:00:00Z,demo-workload,spike,13.906,13.9,13.903667,0.321,224958201,0.052,0.002,3,none,13.946,test
2026-07-25T09:59:30Z,2026-07-25T10:00:30Z,demo-workload,spike,13.922,13.906,13.909333,0.324,225407200,0.052,0.002,3,none,13.977,test
2026-07-25T10:00:00Z,2026-07-25T10:01:00Z,demo-workload,spike,13.946,13.922,13.924667,0.329,226097595,0.052,0.002,3,none,14.01,test
2026-07-25T10:00:30Z,2026-07-25T10:01:30Z,demo-workload,spike,13.977,13.946,13.948333,0.335,226953385,0.052,0.002,3,none,14.042,test
2026-07-25T10:04:00Z,2026-07-25T10:05:00Z,demo-workload,sustained,82.099,82.052,82.050333,0.772,288131435,0.132,0.004,4,none,82.156,train
2026-07-25T10:04:30Z,2026-07-25T10:05:30Z,demo-workload,sustained,82.135,82.099,82.095333,0.777,288756118,0.137,0.004,4,none,82.159,train
2026-07-25T10:05:00Z,2026-07-25T10:06:00Z,demo-workload,sustained,82.156,82.135,82.13,0.779,289121426,0.139,0.004,4,none,82.145,train
2026-07-25T10:05:30Z,2026-07-25T10:06:30Z,demo-workload,sustained,82.159,82.156,82.15,0.78,289187142,0.14,0.004,4,none,82.116,train
2026-07-25T10:06:00Z,2026-07-25T10:07:00Z,demo-workload,sustained,82.145,82.159,82.153333,0.778,288946032,0.138,0.004,4,none,82.073,train
2026-07-25T10:06:30Z,2026-07-25T10:07:30Z,demo-workload,sustained,82.116,82.145,82.14,0.774,288424640,0.134,0.004,4,none,82.023,train
2026-07-25T10:07:00Z,2026-07-25T10:08:00Z,demo-workload,sustained,82.073,82.116,82.111333,0.769,287680363,0.129,0.004,4,none,81.97,train
2026-07-25T10:07:30Z,2026-07-25T10:08:30Z,demo-workload,sustained,82.023,82.073,82.070667,0.763,286795136,0.123,0.004,4,none,81.92,train
2026-07-25T10:08:00Z,2026-07-25T10:09:00Z,demo-workload,sustained,81.97,82.023,82.022,0.756,285866409,0.124,0.004,4,none,81.879,train
2026-07-25T10:08:30Z,2026-07-25T10:09:30Z,demo-workload,sustained,81.92,81.97,81.971,0.75,284996424,0.13,0.004,4,none,81.851,train
2026-07-25T10:09:00Z,2026-07-25T10:10:00Z,demo-workload,sustained,81.879,81.92,81.923,0.745,284280953,0.135,0.004,4,none,81.84,train
2026-07-25T10:09:30Z,2026-07-25T10:10:30Z,demo-workload,sustained,81.851,81.879,81.883333,0.741,283798759,0.139,0.004,4,none,81.847,train
2026-07-25T10:10:00Z,2026-07-25T10:11:00Z,demo-workload,sustained,81.84,81.851,81.856667,0.74,283602926,0.14,0.004,4,none,81.87,train
2026-07-25T10:10:30Z,2026-07-25T10:11:30Z,demo-workload,sustained,81.847,81.84,81.846,0.741,283715012,0.139,0.004,4,none,81.907,train
2026-07-25T10:11:00Z,2026-07-25T10:12:00Z,demo-workload,sustained,81.87,81.847,81.852333,0.744,284122677,0.136,0.004,4,none,81.955,train
2026-07-25T10:11:30Z,2026-07-25T10:12:30Z,demo-workload,sustained,81.907,81.87,81.874667,0.748,284781044,0.132,0.004,4,none,82.008,train
2026-07-25T10:12:00Z,2026-07-25T10:13:00Z,demo-workload,sustained,81.955,81.907,81.910667,0.754,285617636,0.126,0.004,4,none,82.06,train
2026-07-25T10:12:30Z,2026-07-25T10:13:30Z,demo-workload,sustained,82.008,81.955,81.956667,0.761,286540355,0.121,0.004,4,none,82.105,train
2026-07-25T10:13:00Z,2026-07-25T10:14:00Z,demo-workload,sustained,82.06,82.008,82.007667,0.767,287447623,0.127,0.004,4,none,82.139,train
2026-07-25T10:13:30Z,2026-07-25T10:14:30Z,demo-workload,sustained,82.105,82.06,82.057667,0.773,288239562,0.133,0.004,4,none,82.157,train
2026-07-25T10:14:00Z,2026-07-25T10:15:00Z,demo-workload,sustained,82.139,82.105,82.101333,0.777,288828991,0.137,0.004,4,none,82.158,train
2026-07-25T10:14:30Z,2026-07-25T10:15:30Z,demo-workload,sustained,82.157,82.139,82.133667,0.78,289151021,0.14,0.004,4,none,82.142,train
2026-07-25T10:15:00Z,2026-07-25T10:16:00Z,demo-workload,sustained,82.158,82.157,82.151333,0.78,289170203,0.14,0.004,4,none,82.11,train
2026-07-25T10:15:30Z,2026-07-25T10:16:30Z,demo-workload,sustained,82.142,82.158,82.152333,0.778,288884423,0.138,0.004,4,none,82.066,train
2026-07-25T10:16:00Z,2026-07-25T10:17:00Z,demo-workload,sustained,82.11,82.142,82.136667,0.774,288325143,0.134,0.004,4,none,82.015,train
2026-07-25T10:16:30Z,2026-07-25T10:17:30Z,demo-workload,sustained,82.066,82.11,82.106,0.768,287553931,0.128,0.004,4,none,81.962,train
2026-07-25T10:17:00Z,2026-07-25T10:18:00Z,demo-workload,sustained,82.015,82.066,82.063667,0.762,286655688,0.122,0.004,4,none,81.913,train
2026-07-25T10:17:30Z,2026-07-25T10:18:30Z,demo-workload,sustained,81.962,82.015,82.014333,0.755,285729297,0.125,0.004,4,none,81.874,test
2026-07-25T10:18:00Z,2026-07-25T10:19:00Z,demo-workload,sustained,81.913,81.962,81.963333,0.749,284876740,0.131,0.004,4,none,81.849,test
2026-07-25T10:18:30Z,2026-07-25T10:19:30Z,demo-workload,sustained,81.874,81.913,81.916333,0.744,284191874,0.136,0.004,4,none,81.84,test
2026-07-25T10:19:00Z,2026-07-25T10:20:00Z,demo-workload,sustained,81.849,81.874,81.878667,0.741,283750091,0.139,0.004,4,none,81.849,test
2026-07-25T10:19:30Z,2026-07-25T10:20:30Z,demo-workload,sustained,81.84,81.849,81.854333,0.74,283600027,0.14,0.004,4,none,81.875,test
2026-07-25T10:20:00Z,2026-07-25T10:21:00Z,demo-workload,sustained,81.849,81.84,81.846,0.741,283758201,0.139,0.004,4,none,81.914,test
2026-07-25T10:20:30Z,2026-07-25T10:21:30Z,demo-workload,sustained,81.875,81.849,81.854667,0.744,284207200,0.136,0.004,4,none,81.963,test
2026-07-25T10:21:00Z,2026-07-25T10:22:00Z,demo-workload,sustained,81.914,81.875,81.879333,0.749,284897595,0.131,0.004,4,none,82.016,test
2026-07-25T10:21:30Z,2026-07-25T10:22:30Z,demo-workload,sustained,81.963,81.914,81.917333,0.755,285753385,0.125,0.004,4,none,82.067,test
2026-07-25T10:25:00Z,2026-07-25T10:26:00Z,demo-workload,recovery,48.074,48.039,48.037667,0.652,271331435,0.09,0.004,3,none,48.117,train
2026-07-25T10:25:30Z,2026-07-25T10:26:30Z,demo-workload,recovery,48.101,48.074,48.071333,0.657,271956118,0.09,0.004,3,none,48.119,train
2026-07-25T10:26:00Z,2026-07-25T10:27:00Z,demo-workload,recovery,48.117,48.101,48.097333,0.659,272321426,0.09,0.004,3,none,48.109,train
2026-07-25T10:26:30Z,2026-07-25T10:27:30Z,demo-workload,recovery,48.119,48.117,48.112333,0.66,272387142,0.09,0.004,3,none,48.087,train
2026-07-25T10:27:00Z,2026-07-25T10:28:00Z,demo-workload,recovery,48.109,48.119,48.115,0.658,272146032,0.09,0.004,3,none,48.055,train
2026-07-25T10:27:30Z,2026-07-25T10:28:30Z,demo-workload,recovery,48.087,48.109,48.105,0.654,271624640,0.09,0.004,3,none,48.017,train
2026-07-25T10:28:00Z,2026-07-25T10:29:00Z,demo-workload,recovery,48.055,48.087,48.083667,0.649,270880363,0.09,0.004,3,none,47.977,train
2026-07-25T10:28:30Z,2026-07-25T10:29:30Z,demo-workload,recovery,48.017,48.055,48.053,0.643,269995136,0.09,0.004,3,none,47.94,train
2026-07-25T10:29:00Z,2026-07-25T10:30:00Z,demo-workload,recovery,47.977,48.017,48.016333,0.636,269066409,0.09,0.004,3,none,47.909,train
2026-07-25T10:29:30Z,2026-07-25T10:30:30Z,demo-workload,recovery,47.94,47.977,47.978,0.63,268196424,0.09,0.004,3,none,47.889,train
2026-07-25T10:30:00Z,2026-07-25T10:31:00Z,demo-workload,recovery,47.909,47.94,47.942,0.625,267480953,0.09,0.004,3,none,47.88,train
2026-07-25T10:30:30Z,2026-07-25T10:31:30Z,demo-workload,recovery,47.889,47.909,47.912667,0.621,266998759,0.09,0.004,3,none,47.885,train
2026-07-25T10:31:00Z,2026-07-25T10:32:00Z,demo-workload,recovery,47.88,47.889,47.892667,0.62,266802926,0.09,0.004,3,none,47.902,train
2026-07-25T10:31:30Z,2026-07-25T10:32:30Z,demo-workload,recovery,47.885,47.88,47.884667,0.621,266915012,0.09,0.004,3,none,47.931,train
2026-07-25T10:32:00Z,2026-07-25T10:33:00Z,demo-workload,recovery,47.902,47.885,47.889,0.624,267322677,0.09,0.004,3,none,47.966,train
2026-07-25T10:32:30Z,2026-07-25T10:33:30Z,demo-workload,recovery,47.931,47.902,47.906,0.628,267981044,0.09,0.004,3,none,48.006,train
2026-07-25T10:33:00Z,2026-07-25T10:34:00Z,demo-workload,recovery,47.966,47.931,47.933,0.634,268817636,0.09,0.004,3,none,48,train
2026-07-25T10:33:30Z,2026-07-25T10:34:30Z,demo-workload,recovery,48.006,47.966,47.967667,0.641,269740355,0.09,0.004,3,none,48,train
2026-07-25T10:34:00Z,2026-07-25T10:35:00Z,demo-workload,recovery,48,48.006,47.990667,0.68,275200000,0.35,0.15,2,pod_replacement,48,train
2026-07-25T10:34:30Z,2026-07-25T10:35:30Z,demo-workload,recovery,48,48,48.002,0.68,275200000,0.35,0.15,2,none,48,train
2026-07-25T10:35:00Z,2026-07-25T10:36:00Z,demo-workload,recovery,48,48,48,0.68,275200000,0.35,0.15,2,none,48,train
2026-07-25T10:35:30Z,2026-07-25T10:36:30Z,demo-workload,recovery,48,48,48,0.68,275200000,0.35,0.15,2,none,48.106,train
2026-07-25T10:36:00Z,2026-07-25T10:37:00Z,demo-workload,recovery,48,48,48,0.68,275200000,0.35,0.15,2,none,48.083,train
2026-07-25T10:36:30Z,2026-07-25T10:37:30Z,demo-workload,recovery,48.106,48,48.035333,0.658,272084423,0.09,0.004,3,none,48.049,train
2026-07-25T10:37:00Z,2026-07-25T10:38:00Z,demo-workload,recovery,48.083,48.106,48.063,0.654,271525143,0.09,0.004,3,none,48.011,train
2026-07-25T10:37:30Z,2026-07-25T10:38:30Z,demo-workload,recovery,48.049,48.083,48.079333,0.648,270753931,0.09,0.004,3,none,47.971,train
2026-07-25T10:38:00Z,2026-07-25T10:39:00Z,demo-workload,recovery,48.011,48.049,48.047667,0.642,269855688,0.09,0.004,3,none,47.935,train
2026-07-25T10:38:30Z,2026-07-25T10:39:30Z,demo-workload,recovery,47.971,48.011,48.010333,0.635,268929297,0.09,0.004,3,none,47.905,test
2026-07-25T10:39:00Z,2026-07-25T10:40:00Z,demo-workload,recovery,47.935,47.971,47.972333,0.629,268076740,0.09,0.004,3,none,47.886,test
2026-07-25T10:39:30Z,2026-07-25T10:40:30Z,demo-workload,recovery,47.905,47.935,47.937,0.624,267391874,0.09,0.004,3,none,47.88,test
2026-07-25T10:40:00Z,2026-07-25T10:41:00Z,demo-workload,recovery,47.886,47.905,47.908667,0.621,266950091,0.09,0.004,3,none,47.887,test
2026-07-25T10:40:30Z,2026-07-25T10:41:30Z,demo-workload,recovery,47.88,47.886,47.890333,0.62,266800027,0.09,0.004,3,none,47.906,test
