timestamp,workload,requests_per_second,cpu_utilization_ratio,memory_working_set_bytes,p95_latency_seconds,error_ratio,replicas,scaling_event,scenario,collection_interval_seconds,data_source,run_status
2026-07-25T09:09:30Z,demo-workload,12.01,0.351,229140355,0.045,0.001,2,none,normal,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:10:00Z,demo-workload,12.075,0.357,230047623,0.047,0.001,2,none,normal,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:10:30Z,demo-workload,12.131,0.363,230839562,0.048,0.001,2,none,normal,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:11:00Z,demo-workload,12.173,0.367,231428991,0.049,0.001,2,none,normal,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:11:30Z,demo-workload,12.197,0.37,231751021,0.05,0.001,2,none,normal,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:12:00Z,demo-workload,12.198,0.37,231770203,0.05,0.001,2,none,normal,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:12:30Z,demo-workload,12.177,0.368,231484423,0.049,0.001,2,none,normal,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:13:00Z,demo-workload,12.138,0.364,230925143,0.048,0.001,2,none,normal,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:13:30Z,demo-workload,12.082,0.358,230153931,0.047,0.001,2,none,normal,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:14:00Z,demo-workload,12.018,0.352,229255688,0.045,0.001,2,none,normal,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:14:30Z,demo-workload,11.952,0.345,228329297,0.046,0.001,2,none,normal,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:15:00Z,demo-workload,11.891,0.339,227476740,0.048,0.001,2,none,normal,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:15:30Z,demo-workload,11.842,0.334,226791874,0.049,0.001,2,none,normal,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:16:00Z,demo-workload,11.811,0.331,226350091,0.05,0.001,2,none,normal,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:16:30Z,demo-workload,11.8,0.33,226200027,0.05,0.001,2,none,normal,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:17:00Z,demo-workload,11.811,0.331,226358201,0.05,0.001,2,none,normal,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:17:30Z,demo-workload,11.843,0.334,226807200,0.049,0.001,2,none,normal,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:18:00Z,demo-workload,11.893,0.339,227497595,0.048,0.001,2,none,normal,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:18:30Z,demo-workload,11.954,0.345,228353385,0.046,0.001,2,none,normal,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:19:00Z,demo-workload,12.02,0.352,229280358,0.046,0.001,2,none,normal,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:19:30Z,demo-workload,12.084,0.358,230176467,0.047,0.001,2,none,normal,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:21:00Z,demo-workload,10,0.28,219200000,0.05,0.002,2,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:21:30Z,demo-workload,10.033,0.287,220116145,0.05,0.002,2,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:22:00Z,demo-workload,10.062,0.292,220931435,0.05,0.002,2,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:22:30Z,demo-workload,10.084,0.297,221556118,0.05,0.002,2,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:23:00Z,demo-workload,10.097,0.299,221921426,0.05,0.002,2,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:23:30Z,demo-workload,10.1,0.3,221987142,0.05,0.002,2,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:24:00Z,demo-workload,10.091,0.298,221746032,0.05,0.002,2,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:24:30Z,demo-workload,10.072,0.294,221224640,0.05,0.002,2,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:25:00Z,demo-workload,10.046,0.289,220480363,0.05,0.002,2,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:25:30Z,demo-workload,10.014,0.283,219595136,0.05,0.002,2,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:26:00Z,demo-workload,27.981,0.446,242466409,0.08,0.002,2,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:26:30Z,demo-workload,27.95,0.44,241596424,0.08,0.002,2,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:27:00Z,demo-workload,27.924,0.435,240880953,0.08,0.002,2,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:27:30Z,demo-workload,27.907,0.431,240398759,0.08,0.002,2,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:28:00Z,demo-workload,27.9,0.43,240202926,0.08,0.002,2,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:28:30Z,demo-workload,27.904,0.431,240315012,0.08,0.002,2,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:29:00Z,demo-workload,27.919,0.434,240722677,0.08,0.002,2,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:29:30Z,demo-workload,27.942,0.438,241381044,0.08,0.002,2,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:30:00Z,demo-workload,27.972,0.444,242217636,0.08,0.002,2,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:30:30Z,demo-workload,28.005,0.451,243140355,0.08,0.002,2,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:31:00Z,demo-workload,55.037,0.667,273447623,0.11,0.002,3,scale_up,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:31:30Z,demo-workload,55.066,0.673,274239562,0.11,0.002,3,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:32:00Z,demo-workload,55.087,0.677,274828991,0.11,0.002,3,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:32:30Z,demo-workload,55.098,0.68,275151021,0.11,0.002,3,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:33:00Z,demo-workload,55.099,0.68,275170203,0.11,0.002,3,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:33:30Z,demo-workload,55.089,0.678,274884423,0.11,0.002,3,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:34:00Z,demo-workload,55.069,0.674,274325143,0.11,0.002,3,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:34:30Z,demo-workload,55.041,0.668,273553931,0.11,0.002,3,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:35:00Z,demo-workload,55.009,0.662,272655688,0.11,0.002,3,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:35:30Z,demo-workload,54.976,0.655,271729297,0.11,0.002,3,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:36:00Z,demo-workload,84.946,0.769,287676740,0.14,0.002,4,scale_up,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:36:30Z,demo-workload,84.921,0.764,286991874,0.14,0.002,4,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:37:00Z,demo-workload,84.905,0.761,286550091,0.14,0.002,4,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:37:30Z,demo-workload,84.9,0.76,286400027,0.14,0.002,4,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:38:00Z,demo-workload,84.906,0.761,286558201,0.14,0.002,4,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:38:30Z,demo-workload,84.922,0.764,287007200,0.14,0.002,4,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:39:00Z,demo-workload,84.946,0.769,287697595,0.14,0.002,4,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:39:30Z,demo-workload,84.977,0.775,288553385,0.14,0.002,4,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:40:00Z,demo-workload,85.01,0.782,289480358,0.14,0.002,4,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:40:30Z,demo-workload,85.042,0.788,290376467,0.14,0.002,4,none,progressive,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:42:00Z,demo-workload,14,0.34,227600000,0.052,0.002,2,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:42:30Z,demo-workload,14.033,0.347,228516145,0.052,0.002,2,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:43:00Z,demo-workload,14.062,0.352,229331435,0.052,0.002,2,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:43:30Z,demo-workload,14.084,0.357,229956118,0.052,0.002,2,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:44:00Z,demo-workload,14.097,0.359,230321426,0.052,0.002,2,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:44:30Z,demo-workload,14.1,0.36,230387142,0.052,0.002,2,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:45:00Z,demo-workload,14.091,0.358,230146032,0.052,0.002,2,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:45:30Z,demo-workload,14.072,0.354,229624640,0.052,0.002,2,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:46:00Z,demo-workload,14.046,0.349,228880363,0.052,0.002,2,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:46:30Z,demo-workload,14.014,0.343,227995136,0.052,0.002,2,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:47:00Z,demo-workload,13.981,0.336,227066409,0.052,0.002,2,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:47:30Z,demo-workload,13.95,0.33,226196424,0.052,0.002,2,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:48:00Z,demo-workload,13.924,0.325,225480953,0.052,0.002,2,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:48:30Z,demo-workload,119.814,0.891,304699379,0.239,0.012,5,scale_up,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:49:00Z,demo-workload,119.8,0.89,304601463,0.24,0.012,5,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:49:30Z,demo-workload,119.808,0.89,304657506,0.239,0.012,5,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:50:00Z,demo-workload,119.837,0.892,304861338,0.236,0.012,5,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:50:30Z,demo-workload,119.884,0.894,305190522,0.232,0.012,5,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:51:00Z,demo-workload,119.944,0.897,305608818,0.226,0.012,5,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:51:30Z,demo-workload,120.01,0.901,306070177,0.221,0.012,5,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:52:00Z,demo-workload,120.075,0.904,306523811,0.227,0.012,5,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:52:30Z,demo-workload,120.131,0.907,306919781,0.233,0.012,5,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:53:00Z,demo-workload,120.173,0.909,307214495,0.237,0.012,5,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:53:30Z,demo-workload,120.197,0.91,307375510,0.24,0.012,5,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:54:00Z,demo-workload,120.198,0.91,307385101,0.24,0.012,5,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:54:30Z,demo-workload,120.177,0.909,307242211,0.238,0.012,5,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:55:00Z,demo-workload,14.069,0.354,229525143,0.052,0.002,3,scale_down,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:55:30Z,demo-workload,14.041,0.348,228753931,0.052,0.002,3,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:56:00Z,demo-workload,14.009,0.342,227855688,0.052,0.002,3,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:56:30Z,demo-workload,13.976,0.335,226929297,0.052,0.002,3,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:57:00Z,demo-workload,13.946,0.329,226076740,0.052,0.002,3,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:57:30Z,demo-workload,13.921,0.324,225391874,0.052,0.002,3,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:58:00Z,demo-workload,13.905,0.321,224950091,0.052,0.002,3,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:58:30Z,demo-workload,13.9,0.32,224800027,0.052,0.002,3,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:59:00Z,demo-workload,13.906,0.321,224958201,0.052,0.002,3,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T09:59:30Z,demo-workload,13.922,0.324,225407200,0.052,0.002,3,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:00:00Z,demo-workload,13.946,0.329,226097595,0.052,0.002,3,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:00:30Z,demo-workload,13.977,0.335,226953385,0.052,0.002,3,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:01:00Z,demo-workload,14.01,0.342,227880358,0.052,0.002,3,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:01:30Z,demo-workload,14.042,0.348,228776467,0.052,0.002,3,none,spike,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:03:00Z,demo-workload,82,0.76,286400000,0.12,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:03:30Z,demo-workload,82.052,0.767,287316145,0.127,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:04:00Z,demo-workload,82.099,0.772,288131435,0.132,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:04:30Z,demo-workload,82.135,0.777,288756118,0.137,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:05:00Z,demo-workload,82.156,0.779,289121426,0.139,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:05:30Z,demo-workload,82.159,0.78,289187142,0.14,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:06:00Z,demo-workload,82.145,0.778,288946032,0.138,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:06:30Z,demo-workload,82.116,0.774,288424640,0.134,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:07:00Z,demo-workload,82.073,0.769,287680363,0.129,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:07:30Z,demo-workload,82.023,0.763,286795136,0.123,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:08:00Z,demo-workload,81.97,0.756,285866409,0.124,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:08:30Z,demo-workload,81.92,0.75,284996424,0.13,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:09:00Z,demo-workload,81.879,0.745,284280953,0.135,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:09:30Z,demo-workload,81.851,0.741,283798759,0.139,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:10:00Z,demo-workload,81.84,0.74,283602926,0.14,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:10:30Z,demo-workload,81.847,0.741,283715012,0.139,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:11:00Z,demo-workload,81.87,0.744,284122677,0.136,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:11:30Z,demo-workload,81.907,0.748,284781044,0.132,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:12:00Z,demo-workload,81.955,0.754,285617636,0.126,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:12:30Z,demo-workload,82.008,0.761,286540355,0.121,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:13:00Z,demo-workload,82.06,0.767,287447623,0.127,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:13:30Z,demo-workload,82.105,0.773,288239562,0.133,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:14:00Z,demo-workload,82.139,0.777,288828991,0.137,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:14:30Z,demo-workload,82.157,0.78,289151021,0.14,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:15:00Z,demo-workload,82.158,0.78,289170203,0.14,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:15:30Z,demo-workload,82.142,0.778,288884423,0.138,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:16:00Z,demo-workload,82.11,0.774,288325143,0.134,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:16:30Z,demo-workload,82.066,0.768,287553931,0.128,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:17:00Z,demo-workload,82.015,0.762,286655688,0.122,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:17:30Z,demo-workload,81.962,0.755,285729297,0.125,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:18:00Z,demo-workload,81.913,0.749,284876740,0.131,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:18:30Z,demo-workload,81.874,0.744,284191874,0.136,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:19:00Z,demo-workload,81.849,0.741,283750091,0.139,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:19:30Z,demo-workload,81.84,0.74,283600027,0.14,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:20:00Z,demo-workload,81.849,0.741,283758201,0.139,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:20:30Z,demo-workload,81.875,0.744,284207200,0.136,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:21:00Z,demo-workload,81.914,0.749,284897595,0.131,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:21:30Z,demo-workload,81.963,0.755,285753385,0.125,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:22:00Z,demo-workload,82.016,0.762,286680358,0.122,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:22:30Z,demo-workload,82.067,0.768,287576467,0.128,0.004,4,none,sustained,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:24:00Z,demo-workload,48,0.64,269600000,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:24:30Z,demo-workload,48.039,0.647,270516145,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:25:00Z,demo-workload,48.074,0.652,271331435,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:25:30Z,demo-workload,48.101,0.657,271956118,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:26:00Z,demo-workload,48.117,0.659,272321426,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:26:30Z,demo-workload,48.119,0.66,272387142,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:27:00Z,demo-workload,48.109,0.658,272146032,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:27:30Z,demo-workload,48.087,0.654,271624640,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:28:00Z,demo-workload,48.055,0.649,270880363,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:28:30Z,demo-workload,48.017,0.643,269995136,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:29:00Z,demo-workload,47.977,0.636,269066409,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:29:30Z,demo-workload,47.94,0.63,268196424,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:30:00Z,demo-workload,47.909,0.625,267480953,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:30:30Z,demo-workload,47.889,0.621,266998759,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:31:00Z,demo-workload,47.88,0.62,266802926,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:31:30Z,demo-workload,47.885,0.621,266915012,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:32:00Z,demo-workload,47.902,0.624,267322677,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:32:30Z,demo-workload,47.931,0.628,267981044,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:33:00Z,demo-workload,47.966,0.634,268817636,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:33:30Z,demo-workload,48.006,0.641,269740355,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:34:00Z,demo-workload,48,0.68,275200000,0.35,0.15,2,pod_replacement,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:34:30Z,demo-workload,48,0.68,275200000,0.35,0.15,2,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:35:00Z,demo-workload,48,0.68,275200000,0.35,0.15,2,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:35:30Z,demo-workload,48,0.68,275200000,0.35,0.15,2,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:36:00Z,demo-workload,48,0.68,275200000,0.35,0.15,2,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:36:30Z,demo-workload,48.106,0.658,272084423,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:37:00Z,demo-workload,48.083,0.654,271525143,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:37:30Z,demo-workload,48.049,0.648,270753931,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:38:00Z,demo-workload,48.011,0.642,269855688,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:38:30Z,demo-workload,47.971,0.635,268929297,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:39:00Z,demo-workload,47.935,0.629,268076740,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:39:30Z,demo-workload,47.905,0.624,267391874,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:40:00Z,demo-workload,47.886,0.621,266950091,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:40:30Z,demo-workload,47.88,0.62,266800027,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:41:00Z,demo-workload,47.887,0.621,266958201,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:41:30Z,demo-workload,47.906,0.624,267407200,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:42:00Z,demo-workload,47.936,0.629,268097595,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:42:30Z,demo-workload,47.972,0.635,268953385,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:43:00Z,demo-workload,48.012,0.642,269880358,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
2026-07-25T10:43:30Z,demo-workload,48.05,0.648,270776467,0.09,0.004,3,none,recovery,30,deterministic-scenario-profile-v1,passed
